virus_unid	human_unid	pred_score
Q9Q6P4	P04440	0.041
Q9Q6P4	Q9UKP4	0.047
Q9Q6P4	P01857	0.036
Q9Q6P4	P06756	0.087
Q9Q6P4	O14894	0.049
Q9Q6P4	Q8TD84	0.093
Q9Q6P4	Q9HB89	0.036
Q9Q6P4	Q8NGD3	0.022
Q9Q6P4	A1KXE4	0.059
Q9Q6P4	Q8IZP9	0.045
Q9Q6P4	Q8NGX3	0.032
Q9Q6P4	P55283	0.059
Q9Q6P4	P04626	0.105
Q9Q6P4	Q15391	0.039
Q9Q6P4	A0A0B4J1V7	0.062
Q9Q6P4	A0A0C4DH73	0.057
Q9Q6P4	P48546	0.032
Q9Q6P4	O94779	0.050
Q9Q6P4	O95907	0.042
Q9Q6P4	Q9P258	0.125
Q9Q6P4	P21730	0.044
Q9Q6P4	Q96G91	0.040
Q9Q6P4	P01877	0.033
Q9Q6P4	Q9Y694	0.034
Q9Q6P4	P25705	0.128
Q9Q6P4	P82279	0.055
Q9Q6P4	Q86UN2	0.031
Q9Q6P4	P01700	0.052
Q9Q6P4	Q5HYA8	0.055
Q9Q6P4	Q99732	0.057
Q9Q6P4	Q86Y34	0.035
Q9Q6P4	A0A584	0.059
Q9Q6P4	Q96A25	0.048
Q9Q6P4	P12830	0.046
Q9Q6P4	P11169	0.069
Q9Q6P4	P42857	0.061
Q9Q6P4	A6NL08	0.020
Q9Q6P4	P62166	0.087
Q9Q6P4	Q2I0M4	0.033
Q9Q6P4	P01732	0.040
Q9Q6P4	P25090	0.038
Q9Q6P4	Q86YD3	0.041
Q9Q6P4	P11215	0.058
Q9Q6P4	Q14623	0.039
Q9Q6P4	P56747	0.058
Q9Q6P4	Q8N7C0	0.045
Q9Q6P4	P10636	0.067
Q9Q6P4	P01138	0.057
Q9Q6P4	A0A0B4J1V0	0.081
Q9Q6P4	P78333	0.045
Q9Q6P4	Q96BD0	0.027
Q9Q6P4	O95498	0.037
Q9Q6P4	Q9Y490	0.073
Q9Q6P4	A0A589	0.055
Q9Q6P4	P08172	0.083
Q9Q6P4	Q13639	0.051
Q9Q6P4	P16284	0.055
Q9Q6P4	Q15077	0.031
Q9Q6P4	Q8IYL9	0.031
Q9Q6P4	A0A0B4J280	0.063
Q9Q6P4	P08912	0.073
Q9Q6P4	A0A0A0MS15	0.083
Q9Q6P4	O14786	0.056
Q9Q6P4	P08754	0.099
Q9Q6P4	Q6UW56	0.042
Q9Q6P4	P17302	0.064
Q9Q6P4	P35462	0.029
Q9Q6P4	B7Z8K6	0.070
Q9Q6P4	Q8TDB8	0.065
Q9Q6P4	P25942	0.053
Q9Q6P4	Q6QNK2	0.037
Q9Q6P4	Q14416	0.051
Q9Q6P4	P17927	0.046
Q9Q6P4	Q96DZ5	0.072
Q9Q6P4	Q8NET5	0.045
Q9Q6P4	P24158	0.048
Q9Q6P4	P28222	0.036
Q9Q6P4	Q9NY64	0.036
Q9Q6P4	Q8N127	0.024
Q9Q6P4	Q9P121	0.046
Q9Q6P4	O95711	0.052
Q9Q6P4	Q13492	0.112
Q9Q6P4	P0C7T2	0.029
Q9Q6P4	Q16620	0.070
Q9Q6P4	Q86UG4	0.061
Q9Q6P4	Q8WTT0	0.039
Q9Q6P4	P25106	0.038
Q9Q6P4	P11279	0.063
Q9Q6P4	Q9NZQ7	0.065
Q9Q6P4	Q15615	0.023
Q9Q6P4	Q9NS93	0.039
Q9Q6P4	P29972	0.058
Q9Q6P4	Q8NFA2	0.035
Q9Q6P4	Q8N158	0.055
Q9Q6P4	P48146	0.046
Q9Q6P4	O95136	0.045
Q9Q6P4	A0A0B4J264	0.051
Q9Q6P4	P63096	0.107
Q9Q6P4	Q9Y6I3	0.075
Q9Q6P4	P01721	0.047
Q9Q6P4	Q8NGL4	0.029
Q9Q6P4	A0A0K0K1A5	0.059
Q9Q6P4	P40617	0.078
Q9Q6P4	Q9H9K5	0.023
Q9Q6P4	P46095	0.042
Q9Q6P4	P14151	0.043
Q9Q6P4	P25101	0.027
Q9Q6P4	P42262	0.062
Q9Q6P4	Q05586	0.080
Q9Q6P4	A0A539	0.057
Q9Q6P4	Q86SP6	0.043
Q9Q6P4	P61006	0.081
Q9Q6P4	Q86SM5	0.039
Q9Q6P4	Q9H3T2	0.055
Q9Q6P4	Q6ZSM3	0.037
Q9Q6P4	P29317	0.053
Q9Q6P4	Q695T7	0.030
Q9Q6P4	P43004	0.061
Q9Q6P4	P15151	0.038
Q9Q6P4	Q8N912	0.049
Q9Q6P4	P17081	0.085
Q9Q6P4	Q969K3	0.035
Q9Q6P4	P20036	0.045
Q9Q6P4	P21731	0.032
Q9Q6P4	P01767	0.063
Q9Q6P4	Q9HC56	0.045
Q9Q6P4	P22897	0.071
Q9Q6P4	P01701	0.052
Q9Q6P4	Q8N387	0.051
Q9Q6P4	Q9UQD0	0.066
Q9Q6P4	Q86YS7	0.065
Q9Q6P4	O95858	0.059
Q9Q6P4	P10747	0.043
Q9Q6P4	O95832	0.046
Q9Q6P4	A0A0B4J1V1	0.059
Q9Q6P4	P01909	0.048
Q9Q6P4	Q9Y5I2	0.058
Q9Q6P4	Q5T1S8	0.059
Q9Q6P4	P27487	0.071
Q9Q6P4	P35499	0.069
Q9Q6P4	O60469	0.067
Q9Q6P4	Q96P68	0.033
Q9Q6P4	Q86VW1	0.027
Q9Q6P4	P07996	0.095
Q9Q6P4	A0A075B6I4	0.051
Q9Q6P4	P16581	0.032
Q9Q6P4	Q8NGZ6	0.032
Q9Q6P4	P56373	0.055
Q9Q6P4	Q8WXD0	0.024
Q9Q6P4	Q6ZSA7	0.041
Q9Q6P4	P20916	0.070
Q9Q6P4	P51172	0.039
Q9Q6P4	Q9H0M0	0.121
Q9Q6P4	P41231	0.037
Q9Q6P4	Q99250	0.070
Q9Q6P4	Q9GZQ6	0.035
Q9Q6P4	P0CF51	0.048
Q9Q6P4	Q6UXD5	0.055
Q9Q6P4	Q9H400	0.039
Q9Q6P4	A0A0C4DH31	0.055
Q9Q6P4	Q8IUH5	0.063
Q9Q6P4	P25929	0.036
Q9Q6P4	Q969Z4	0.059
Q9Q6P4	Q96AP7	0.049
Q9Q6P4	P33681	0.048
Q9Q6P4	P18627	0.035
Q9Q6P4	A0A0B4J268	0.061
Q9Q6P4	P04233	0.048
Q9Q6P4	Q9HBX8	0.045
Q9Q6P4	Q96FE5	0.086
Q9Q6P4	Q9UM73	0.065
Q9Q6P4	P09958	0.055
Q9Q6P4	P42892	0.083
Q9Q6P4	Q96QU1	0.049
Q9Q6P4	P00505	0.100
Q9Q6P4	Q08209	0.076
Q9Q6P4	Q96GZ6	0.042
Q9Q6P4	P42702	0.053
Q9Q6P4	Q15223	0.080
Q9Q6P4	Q12959	0.158
Q9Q6P4	O94973	0.123
Q9Q6P4	Q9NZ20	0.049
Q9Q6P4	O00186	0.099
Q9Q6P4	Q8TE23	0.037
Q9Q6P4	O14843	0.034
Q9Q6P4	Q15722	0.039
Q9Q6P4	Q8NH41	0.031
Q9Q6P4	P29371	0.037
Q9Q6P4	Q14126	0.063
Q9Q6P4	O00499	0.093
Q9Q6P4	P34981	0.035
Q9Q6P4	Q8NH73	0.023
Q9Q6P4	Q9HBG7	0.050
Q9Q6P4	Q969L2	0.054
Q9Q6P4	P01814	0.055
Q9Q6P4	P11229	0.057
Q9Q6P4	Q8NGL1	0.017
Q9Q6P4	Q9NR71	0.050
Q9Q6P4	P18564	0.057
Q9Q6P4	P29322	0.069
Q9Q6P4	P51674	0.067
Q9Q6P4	A0A0C4DH34	0.045
Q9Q6P4	P01737	0.057
Q9Q6P4	P43403	0.071
Q9Q6P4	A0A075B6V5	0.061
Q9Q6P4	Q29980	0.043
Q9Q6P4	Q9UI33	0.073
Q9Q6P4	Q9UBH6	0.055
Q9Q6P4	Q9Y6W8	0.048
Q9Q6P4	P13861	0.085
Q9Q6P4	P80723	0.096
Q9Q6P4	P19022	0.051
Q9Q6P4	P01111	0.085
Q9Q6P4	O75899	0.038
Q9Q6P4	P26992	0.053
Q9Q6P4	P34969	0.046
Q9Q6P4	Q96J02	0.118
Q9Q6P4	P41181	0.057
Q9Q6P4	Q9UGF6	0.028
Q9Q6P4	Q9ULC0	0.067
Q9Q6P4	P43489	0.029
Q9Q6P4	Q9HCN6	0.038
Q9Q6P4	Q14CN2	0.053
Q9Q6P4	P29320	0.083
Q9Q6P4	Q86UT5	0.044
Q9Q6P4	P51153	0.090
Q9Q6P4	P41586	0.037
Q9Q6P4	Q92743	0.093
Q9Q6P4	P21453	0.038
Q9Q6P4	P25025	0.041
Q9Q6P4	P56559	0.075
Q9Q6P4	O43315	0.067
Q9Q6P4	P16422	0.093
Q9Q6P4	Q8N6Q3	0.047
Q9Q6P4	Q8IYS5	0.031
Q9Q6P4	Q7Z2H8	0.035
Q9Q6P4	Q9NY26	0.042
Q9Q6P4	Q8NC96	0.071
Q9Q6P4	Q9Y5U5	0.038
Q9Q6P4	Q8NBP7	0.041
Q9Q6P4	Q9BYF1	0.077
Q9Q6P4	Q9NQS5	0.044
Q9Q6P4	P40259	0.071
Q9Q6P4	P31641	0.033
Q9Q6P4	Q8NGG0	0.023
Q9Q6P4	P23634	0.127
Q9Q6P4	O43557	0.046
Q9Q6P4	Q9BY15	0.047
Q9Q6P4	Q86VE9	0.034
Q9Q6P4	Q13153	0.107
Q9Q6P4	Q6W5P4	0.044
Q9Q6P4	Q5IJ48	0.047
Q9Q6P4	P03979	0.055
Q9Q6P4	Q9ULV1	0.053
Q9Q6P4	P40189	0.113
Q9Q6P4	A0A0B4J1X5	0.060
Q9Q6P4	Q9Y6Y9	0.049
Q9Q6P4	Q14982	0.049
Q9Q6P4	Q01959	0.049
Q9Q6P4	O43603	0.040
Q9Q6P4	Q03135	0.067
Q9Q6P4	P32245	0.024
Q9Q6P4	Q9Y5L3	0.041
Q9Q6P4	P46092	0.039
Q9Q6P4	O43653	0.067
Q9Q6P4	Q14247	0.114
Q9Q6P4	Q13733	0.095
Q9Q6P4	P46094	0.031
Q9Q6P4	A0A0J9YXX1	0.067
Q9Q6P4	P08637	0.039
Q9Q6P4	P62070	0.087
Q9Q6P4	Q8IZF2	0.031
Q9Q6P4	P38567	0.055
Q9Q6P4	Q9P2J2	0.061
Q9Q6P4	P35408	0.041
Q9Q6P4	P55286	0.052
Q9Q6P4	P08575	0.101
Q9Q6P4	P08138	0.037
Q9Q6P4	Q6PCB8	0.053
Q9Q6P4	O43511	0.055
Q9Q6P4	P34998	0.027
Q9Q6P4	Q13177	0.104
Q9Q6P4	P43115	0.034
Q9Q6P4	P30825	0.074
Q9Q6P4	O60235	0.036
Q9Q6P4	P21917	0.034
Q9Q6P4	Q06418	0.069
Q9Q6P4	Q13530	0.037
Q9Q6P4	Q16653	0.056
Q9Q6P4	A0A075B6J9	0.053
Q9Q6P4	Q02246	0.067
Q9Q6P4	P16452	0.047
Q9Q6P4	Q9BXM0	0.068
Q9Q6P4	P78310	0.069
Q9Q6P4	O60896	0.055
Q9Q6P4	P68104	0.157
Q9Q6P4	Q4U2R8	0.044
Q9Q6P4	P23229	0.075
Q9Q6P4	Q9UBS5	0.073
Q9Q6P4	Q9BZ76	0.050
Q9Q6P4	P37173	0.051
Q9Q6P4	Q6UXZ3	0.043
Q9Q6P4	Q8NFK1	0.047
Q9Q6P4	Q8NCT1	0.040
Q9Q6P4	Q5VWK5	0.056
Q9Q6P4	Q01628	0.052
Q9Q6P4	Q6ZTQ4	0.050
Q9Q6P4	P32247	0.035
Q9Q6P4	Q96DA2	0.094
Q9Q6P4	P51148	0.074
Q9Q6P4	Q86UN3	0.039
Q9Q6P4	P49146	0.041
Q9Q6P4	Q9BZM5	0.057
Q9Q6P4	P28336	0.037
Q9Q6P4	Q4KMG0	0.054
Q9Q6P4	Q92673	0.067
Q9Q6P4	Q96L33	0.068
Q9Q6P4	A0A075B6R9	0.052
Q9Q6P4	Q9Y5Y9	0.060
Q9Q6P4	Q7Z553	0.063
Q9Q6P4	P31994	0.047
Q9Q6P4	Q9BY67	0.067
Q9Q6P4	P0DP03	0.065
Q9Q6P4	Q8NGL2	0.023
Q9Q6P4	Q969V1	0.050
Q9Q6P4	P09693	0.065
Q9Q6P4	Q08722	0.076
Q9Q6P4	P06239	0.081
Q9Q6P4	Q4V9L6	0.065
Q9Q6P4	P51582	0.037
Q9Q6P4	P01848	0.059
Q9Q6P4	P14672	0.063
Q9Q6P4	A8MXK1	0.054
Q9Q6P4	Q99519	0.069
Q9Q6P4	P0DQD5	0.029
Q9Q6P4	P32241	0.035
Q9Q6P4	Q8IZY2	0.065
Q9Q6P4	P57739	0.043
Q9Q6P4	O60931	0.054
Q9Q6P4	P0DP01	0.071
Q9Q6P4	P01889	0.053
Q9Q6P4	Q16602	0.030
Q9Q6P4	Q13237	0.076
Q9Q6P4	Q9NY84	0.044
Q9Q6P4	P61073	0.039
Q9Q6P4	Q96JP9	0.051
Q9Q6P4	P31997	0.051
Q9Q6P4	Q16581	0.035
Q9Q6P4	P01834	0.063
Q9Q6P4	Q8NGU1	0.031
Q9Q6P4	Q14964	0.076
Q9Q6P4	P46531	0.095
Q9Q6P4	Q96RI0	0.031
Q9Q6P4	Q9UM01	0.051
Q9Q6P4	P20023	0.046
Q9Q6P4	O43614	0.033
Q9Q6P4	O76050	0.061
Q9Q6P4	P22607	0.076
Q9Q6P4	P06213	0.081
Q9Q6P4	Q9GZY6	0.037
Q9Q6P4	P32238	0.059
Q9Q6P4	P14410	0.066
Q9Q6P4	Q8IWT1	0.067
Q9Q6P4	Q9UMX0	0.085
Q9Q6P4	Q9Y5Z0	0.053
Q9Q6P4	P48551	0.056
Q9Q6P4	Q9BY79	0.028
Q9Q6P4	P14415	0.069
Q9Q6P4	A0A0C4DH67	0.061
Q9Q6P4	Q5T2D2	0.033
Q9Q6P4	P08069	0.068
Q9Q6P4	Q9BX97	0.071
Q9Q6P4	P03986	0.066
Q9Q6P4	O43490	0.045
Q9Q6P4	Q09428	0.063
Q9Q6P4	Q9Y5G7	0.039
Q9Q6P4	Q93038	0.029
Q9Q6P4	A0A0J9YVY3	0.080
Q9Q6P4	Q9UPR5	0.068
Q9Q6P4	Q9BXB1	0.039
Q9Q6P4	A0A0A6YYG3	0.062
Q9Q6P4	O43318	0.081
Q9Q6P4	P22303	0.040
Q9Q6P4	P21554	0.043
Q9Q6P4	Q13291	0.061
Q9Q6P4	A0A087WSY4	0.054
Q9Q6P4	Q8NH89	0.018
Q9Q6P4	Q8NFT8	0.064
Q9Q6P4	Q9NZV1	0.061
Q9Q6P4	P35222	0.131
Q9Q6P4	A0A0J9YXY3	0.057
Q9Q6P4	Q9Y265	0.164
Q9Q6P4	A0A0C4DH29	0.087
Q9Q6P4	Q08174	0.069
Q9Q6P4	P14555	0.061
Q9Q6P4	Q8NFJ6	0.063
Q9Q6P4	P22223	0.050
Q9Q6P4	P31785	0.032
Q9Q6P4	P16109	0.031
Q9Q6P4	Q7RTP0	0.046
Q9Q6P4	P78369	0.064
Q9Q6P4	P13637	0.117
Q9Q6P4	P08908	0.061
Q9Q6P4	Q92847	0.045
Q9Q6P4	Q01113	0.024
Q9Q6P4	Q8WTV0	0.046
Q9Q6P4	Q49SQ1	0.040
Q9Q6P4	P57087	0.044
Q9Q6P4	P29323	0.086
Q9Q6P4	P28908	0.037
Q9Q6P4	P26012	0.035
Q9Q6P4	Q9UNW8	0.033
Q9Q6P4	Q8NHG8	0.042
Q9Q6P4	P43116	0.027
Q9Q6P4	P54760	0.059
Q9Q6P4	Q16720	0.119
Q9Q6P4	P31644	0.047
Q9Q6P4	P10721	0.061
Q9Q6P4	O43895	0.061
Q9Q6P4	Q14108	0.063
Q9Q6P4	P54764	0.071
Q9Q6P4	Q13319	0.063
Q9Q6P4	A0A0A6YYG2	0.067
Q9Q6P4	P41595	0.051
Q9Q6P4	P05106	0.091
Q9Q6P4	P25063	0.058
Q9Q6P4	P08962	0.073
Q9Q6P4	P13498	0.059
Q9Q6P4	P0DP02	0.065
Q9Q6P4	Q15758	0.070
Q9Q6P4	Q07699	0.071
Q9Q6P4	Q08554	0.055
Q9Q6P4	P18825	0.043
Q9Q6P4	P63027	0.074
Q9Q6P4	Q7Z6M3	0.047
Q9Q6P4	Q9Y2T6	0.031
Q9Q6P4	A0JD32	0.062
Q9Q6P4	O95057	0.085
Q9Q6P4	Q04844	0.053
Q9Q6P4	A0A0C4DH33	0.097
Q9Q6P4	Q8N149	0.038
Q9Q6P4	Q8TF71	0.045
Q9Q6P4	P15509	0.045
Q9Q6P4	P49286	0.037
Q9Q6P4	P29275	0.038
Q9Q6P4	P00747	0.058
Q9Q6P4	Q16518	0.086
Q9Q6P4	Q96Q06	0.099
Q9Q6P4	Q9HBH0	0.084
Q9Q6P4	Q9UIG8	0.061
Q9Q6P4	Q8ND76	0.049
Q9Q6P4	O43300	0.035
Q9Q6P4	A0A0B4J277	0.049
Q9Q6P4	O95754	0.041
Q9Q6P4	Q9P1P5	0.043
Q9Q6P4	P11166	0.084
Q9Q6P4	Q8NAC3	0.033
Q9Q6P4	P30203	0.039
Q9Q6P4	A0A0B4J1V2	0.055
Q9Q6P4	Q02763	0.061
Q9Q6P4	Q8NGE5	0.020
Q9Q6P4	P01112	0.081
Q9Q6P4	Q16570	0.035
Q9Q6P4	Q96LA5	0.048
Q9Q6P4	Q6UXB3	0.051
Q9Q6P4	Q6UXZ0	0.045
Q9Q6P4	P01705	0.050
Q9Q6P4	P05026	0.067
Q9Q6P4	P43003	0.090
Q9Q6P4	P10301	0.054
Q9Q6P4	P58335	0.065
Q9Q6P4	P51679	0.024
Q9Q6P4	P55285	0.045
Q9Q6P4	O95264	0.043
Q9Q6P4	H7C241	0.059
Q9Q6P4	P30301	0.058
Q9Q6P4	P25445	0.062
Q9Q6P4	Q86Y22	0.069
Q9Q6P4	P08648	0.057
Q9Q6P4	P51684	0.042
Q9Q6P4	Q9Y624	0.046
Q9Q6P4	Q92737	0.053
Q9Q6P4	P49903	0.071
Q9Q6P4	Q9HD43	0.062
Q9Q6P4	Q969N4	0.043
Q9Q6P4	O00254	0.046
Q9Q6P4	P06331	0.057
Q9Q6P4	Q92692	0.050
Q9Q6P4	Q86YC3	0.044
Q9Q6P4	P22694	0.074
Q9Q6P4	Q8N8Q9	0.056
Q9Q6P4	P08183	0.063
Q9Q6P4	Q9NP90	0.085
Q9Q6P4	Q13607	0.023
Q9Q6P4	Q9Y2C5	0.041
Q9Q6P4	P20339	0.082
Q9Q6P4	P41240	0.064
Q9Q6P4	Q8NGB2	0.033
Q9Q6P4	Q9NP99	0.058
Q9Q6P4	Q9BYE9	0.045
Q9Q6P4	A0A1B0GX95	0.073
Q9Q6P4	O43323	0.045
Q9Q6P4	A0A0B4J238	0.076
Q9Q6P4	P42261	0.063
Q9Q6P4	O00548	0.053
Q9Q6P4	Q15116	0.037
Q9Q6P4	Q9UBY5	0.027
Q9Q6P4	Q86UD5	0.058
Q9Q6P4	P25116	0.061
Q9Q6P4	P07947	0.074
Q9Q6P4	A0A0B4J1V6	0.074
Q9Q6P4	Q99653	0.071
Q9Q6P4	P19438	0.027
Q9Q6P4	A0A0A0MS00	0.068
Q9Q6P4	A6BM72	0.025
Q9Q6P4	Q5VV43	0.043
Q9Q6P4	Q9HBX9	0.039
Q9Q6P4	A0A0A6YYC5	0.053
Q9Q6P4	P09769	0.069
Q9Q6P4	P30550	0.039
Q9Q6P4	A0A075B6I9	0.060
Q9Q6P4	P23515	0.042
Q9Q6P4	Q9UQF0	0.039
Q9Q6P4	Q7Z410	0.037
Q9Q6P4	O95661	0.064
Q9Q6P4	Q9P0L0	0.091
Q9Q6P4	P11362	0.056
Q9Q6P4	A0A5A2	0.059
Q9Q6P4	P21926	0.072
Q9Q6P4	Q9HBW1	0.062
Q9Q6P4	P07550	0.035
Q9Q6P4	Q9NY46	0.067
Q9Q6P4	P10644	0.077
Q9Q6P4	Q14246	0.029
Q9Q6P4	P63098	0.083
Q9Q6P4	P35070	0.056
Q9Q6P4	P17301	0.088
Q9Q6P4	P47901	0.026
Q9Q6P4	Q8N5I2	0.043
Q9Q6P4	P23975	0.054
Q9Q6P4	O75443	0.047
Q9Q6P4	Q9NYM4	0.045
Q9Q6P4	P32004	0.078
Q9Q6P4	Q99677	0.027
Q9Q6P4	A0A0J9YX35	0.061
Q9Q6P4	P98172	0.073
Q9Q6P4	O15245	0.034
Q9Q6P4	Q9BQ51	0.034
Q9Q6P4	P05362	0.051
Q9Q6P4	P62745	0.085
Q9Q6P4	P01876	0.040
Q9Q6P4	P01375	0.051
Q9Q6P4	P04629	0.042
Q9Q6P4	Q8IVW8	0.049
Q9Q6P4	P12314	0.034
Q9Q6P4	P20648	0.077
Q9Q6P4	P50993	0.107
Q9Q6P4	Q9NP58	0.053
Q9Q6P4	O15303	0.062
Q9Q6P4	O43865	0.113
Q9Q6P4	Q8N9M5	0.041
Q9Q6P4	Q9UBL6	0.055
Q9Q6P4	Q14439	0.060
Q9Q6P4	P21796	0.108
Q9Q6P4	P25024	0.031
Q9Q6P4	P01715	0.059
Q9Q6P4	P01906	0.057
Q9Q6P4	P47900	0.049
Q9Q6P4	Q9Y230	0.152
Q9Q6P4	Q9H8T0	0.079
Q9Q6P4	Q8N695	0.044
Q9Q6P4	P15813	0.034
Q9Q6P4	Q14392	0.035
Q9Q6P4	Q9Y5I7	0.055
Q9Q6P4	Q9BX67	0.071
Q9Q6P4	O95471	0.063
Q9Q6P4	O60503	0.096
Q9Q6P4	P01130	0.052
Q9Q6P4	P31321	0.087
Q9Q6P4	A0A0B4J276	0.057
Q9Q6P4	Q5T6X5	0.049
Q9Q6P4	Q14916	0.034
Q9Q6P4	P55085	0.035
Q9Q6P4	P14416	0.053
Q9Q6P4	P28335	0.060
Q9Q6P4	P01703	0.051
Q9Q6P4	O14798	0.051
Q9Q6P4	P32926	0.047
Q9Q6P4	Q16553	0.051
Q9Q6P4	O95971	0.049
Q9Q6P4	P29965	0.055
Q9Q6P4	Q9UHI7	0.053
Q9Q6P4	Q03405	0.024
Q9Q6P4	B2RN74	0.018
Q9Q6P4	P47211	0.045
Q9Q6P4	O75976	0.091
Q9Q6P4	Q14831	0.068
Q9Q6P4	A0A075B6J6	0.045
Q9Q6P4	Q86XT9	0.033
Q9Q6P4	P29274	0.043
Q9Q6P4	P21462	0.037
Q9Q6P4	Q13304	0.040
Q9Q6P4	Q9Y6L6	0.028
Q9Q6P4	Q9BXA5	0.040
Q9Q6P4	Q6IFH4	0.027
Q9Q6P4	P08922	0.053
Q9Q6P4	O43921	0.049
Q9Q6P4	P32246	0.032
Q9Q6P4	Q8NHV5	0.055
Q9Q6P4	P01611	0.057
Q9Q6P4	Q99466	0.074
Q9Q6P4	Q96FX8	0.059
Q9Q6P4	A0A0C4DH26	0.041
Q9Q6P4	P13591	0.073
Q9Q6P4	P08134	0.094
Q9Q6P4	A6NFX1	0.038
Q9Q6P4	P01730	0.060
Q9Q6P4	Q96RF0	0.077
Q9Q6P4	P05107	0.043
Q9Q6P4	Q8NI35	0.097
Q9Q6P4	P41217	0.043
Q9Q6P4	P43005	0.069
Q9Q6P4	P52798	0.039
Q9Q6P4	O00468	0.099
Q9Q6P4	Q9NPF0	0.033
Q9Q6P4	P04839	0.051
Q9Q6P4	A0A0B4J2H0	0.081
Q9Q6P4	Q32ZL2	0.062
Q9Q6P4	Q96EY1	0.080
Q9Q6P4	Q8TDQ0	0.061
Q9Q6P4	Q9H3Z4	0.079
Q9Q6P4	Q9Y5H8	0.046
Q9Q6P4	A0A0B4J1U3	0.049
Q9Q6P4	P36888	0.062
Q9Q6P4	P11717	0.131
Q9Q6P4	P01764	0.062
Q9Q6P4	P16070	0.087
Q9Q6P4	Q9Y5F2	0.039
Q9Q6P4	Q6PEY1	0.048
Q9Q6P4	Q15084	0.110
Q9Q6P4	P19256	0.046
Q9Q6P4	P12319	0.035
Q9Q6P4	Q9Y5Y4	0.041
Q9Q6P4	Q9H313	0.048
Q9Q6P4	Q01518	0.087
Q9Q6P4	P06729	0.055
Q9Q6P4	P40337	0.056
Q9Q6P4	Q96J84	0.083
Q9Q6P4	A0A0B4J275	0.061
Q9Q6P4	P40879	0.065
Q9Q6P4	A0A578	0.051
Q9Q6P4	P34995	0.038
Q9Q6P4	Q9Y5Y7	0.053
Q9Q6P4	P01817	0.055
Q9Q6P4	O00501	0.046
Q9Q6P4	Q6UXM1	0.045
Q9Q6P4	Q8NH07	0.019
Q9Q6P4	Q07075	0.064
Q9Q6P4	P16671	0.061
Q9Q6P4	Q9HCJ2	0.058
Q9Q6P4	O60641	0.107
Q9Q6P4	Q92930	0.085
O91734	Q9NPD5	0.026
O91734	Q96EP9	0.071
O91734	Q9NRA2	0.049
O91734	P33032	0.036
O91734	P20309	0.068
O91734	A0A577	0.059
O91734	Q9UHC9	0.055
O91734	Q15286	0.127
O91734	Q96KG7	0.041
O91734	P04430	0.076
O91734	Q7Z5N4	0.077
O91734	P04234	0.075
O91734	P35372	0.044
O91734	Q96GR2	0.097
O91734	P21583	0.071
O91734	P51164	0.067
O91734	P41145	0.037
O91734	P49685	0.036
O91734	Q496F6	0.047
O91734	A0A597	0.061
O91734	O14626	0.050
O91734	P05129	0.071
O91734	Q01844	0.155
O91734	A0A0B4J241	0.088
O91734	P41587	0.047
O91734	P31995	0.055
O91734	Q9ULB1	0.047
O91734	P16144	0.231
O91734	A0A0C4DH25	0.063
O91734	P52799	0.076
O91734	O00526	0.055
O91734	Q14524	0.065
O91734	Q13255	0.056
O91734	Q96D42	0.049
O91734	P06312	0.055
O91734	Q13324	0.038
O91734	Q8NG94	0.030
O91734	Q8NH90	0.029
O91734	Q16512	0.093
O91734	P50151	0.093
O91734	P09619	0.105
O91734	O75056	0.071
O91734	Q9Y2C9	0.029
O91734	Q15700	0.137
O91734	Q7RTX0	0.035
O91734	Q9Y6J6	0.094
O91734	Q9NS75	0.043
O91734	P18084	0.076
O91734	Q16651	0.039
O91734	Q9UM47	0.097
O91734	P20020	0.118
O91734	A0A075B6S5	0.072
O91734	A0A0C4DH28	0.073
O91734	P56856	0.087
O91734	Q08357	0.087
O91734	P51677	0.053
O91734	P15529	0.067
O91734	Q9Y5X1	0.107
O91734	Q92629	0.073
O91734	Q6UXG2	0.049
O91734	Q9Y597	0.063
O91734	P08582	0.041
O91734	P01619	0.069
O91734	Q8NGM8	0.033
O91734	Q8NH83	0.037
O91734	P30531	0.049
O91734	Q04656	0.071
O91734	Q96CW1	0.127
O91734	Q9P2Y5	0.081
O91734	P20333	0.039
O91734	O14842	0.032
O91734	O95918	0.043
O91734	Q5BIV9	0.069
O91734	Q9BY14	0.041
O91734	A0A0K0K1B3	0.057
O91734	P01825	0.077
O91734	Q14242	0.067
O91734	P05186	0.089
O91734	Q92536	0.037
O91734	Q9GZN0	0.045
O91734	P47872	0.041
O91734	Q9NY25	0.072
O91734	P35613	0.089
O91734	P19397	0.053
O91734	O00241	0.051
O91734	Q5T601	0.051
O91734	P55087	0.076
O91734	Q8N144	0.052
O91734	A0A0C4DH69	0.071
O91734	Q6UQ28	0.065
O91734	Q92823	0.077
O91734	O43164	0.089
O91734	Q9UGH3	0.056
O91734	Q9NPB3	0.082
O91734	A0A5B7	0.059
O91734	P30988	0.046
O91734	Q9ULC5	0.080
O91734	Q969F8	0.043
O91734	Q04609	0.067
O91734	P48509	0.062
O91734	Q86VL8	0.036
O91734	P09326	0.051
O91734	O00398	0.035
O91734	Q3MIR4	0.083
O91734	A0A087WSY6	0.062
O91734	P46108	0.077
O91734	Q9NPC1	0.040
O91734	P22413	0.045
O91734	A0A075B6R0	0.062
O91734	P32418	0.077
O91734	P22455	0.063
O91734	Q12860	0.055
O91734	P01859	0.049
