human_unid	virus_unid	pred_score
P04440	Q9Q6P4	0.125
Q9UKP4	Q9Q6P4	0.057
P01857	Q9Q6P4	0.073
P06756	Q9Q6P4	0.052
O14894	Q9Q6P4	0.108
Q8TD84	Q9Q6P4	0.069
Q9HB89	Q9Q6P4	0.063
Q8NGD3	Q9Q6P4	0.049
A1KXE4	Q9Q6P4	0.072
Q8IZP9	Q9Q6P4	0.046
Q8NGX3	Q9Q6P4	0.056
P55283	Q9Q6P4	0.051
P04626	Q9Q6P4	0.054
Q15391	Q9Q6P4	0.059
A0A0B4J1V7	Q9Q6P4	0.056
A0A0C4DH73	Q9Q6P4	0.123
P48546	Q9Q6P4	0.096
O94779	Q9Q6P4	0.055
O95907	Q9Q6P4	0.111
Q9P258	Q9Q6P4	0.064
P21730	Q9Q6P4	0.104
Q96G91	Q9Q6P4	0.105
P01877	Q9Q6P4	0.065
Q9Y694	Q9Q6P4	0.092
P25705	Q9Q6P4	0.053
P82279	Q9Q6P4	0.055
Q86UN2	Q9Q6P4	0.053
P01700	Q9Q6P4	0.079
Q5HYA8	Q9Q6P4	0.050
Q99732	Q9Q6P4	0.061
Q86Y34	Q9Q6P4	0.061
A0A584	Q9Q6P4	0.070
Q96A25	Q9Q6P4	0.063
P12830	Q9Q6P4	0.042
P11169	Q9Q6P4	0.087
P42857	Q9Q6P4	0.069
A6NL08	Q9Q6P4	0.066
P62166	Q9Q6P4	0.059
Q2I0M4	Q9Q6P4	0.067
P01732	Q9Q6P4	0.125
P25090	Q9Q6P4	0.069
Q86YD3	Q9Q6P4	0.073
P11215	Q9Q6P4	0.067
Q14623	Q9Q6P4	0.084
P56747	Q9Q6P4	0.105
Q8N7C0	Q9Q6P4	0.096
P10636	Q9Q6P4	0.064
P01138	Q9Q6P4	0.073
A0A0B4J1V0	Q9Q6P4	0.082
P78333	Q9Q6P4	0.062
Q96BD0	Q9Q6P4	0.062
O95498	Q9Q6P4	0.061
Q9Y490	Q9Q6P4	0.059
A0A589	Q9Q6P4	0.084
P08172	Q9Q6P4	0.050
Q13639	Q9Q6P4	0.084
P16284	Q9Q6P4	0.054
Q15077	Q9Q6P4	0.062
Q8IYL9	Q9Q6P4	0.070
A0A0B4J280	Q9Q6P4	0.063
P08912	Q9Q6P4	0.051
A0A0A0MS15	Q9Q6P4	0.074
O14786	Q9Q6P4	0.047
P08754	Q9Q6P4	0.073
Q6UW56	Q9Q6P4	0.057
P17302	Q9Q6P4	0.081
P35462	Q9Q6P4	0.058
B7Z8K6	Q9Q6P4	0.076
Q8TDB8	Q9Q6P4	0.106
P25942	Q9Q6P4	0.055
Q6QNK2	Q9Q6P4	0.041
Q14416	Q9Q6P4	0.047
P17927	Q9Q6P4	0.070
Q96DZ5	Q9Q6P4	0.059
Q8NET5	Q9Q6P4	0.065
P24158	Q9Q6P4	0.062
P28222	Q9Q6P4	0.085
Q9NY64	Q9Q6P4	0.064
Q8N127	Q9Q6P4	0.059
Q9P121	Q9Q6P4	0.053
O95711	Q9Q6P4	0.085
Q13492	Q9Q6P4	0.047
P0C7T2	Q9Q6P4	0.063
Q16620	Q9Q6P4	0.047
Q86UG4	Q9Q6P4	0.055
Q8WTT0	Q9Q6P4	0.101
P25106	Q9Q6P4	0.075
P11279	Q9Q6P4	0.056
Q9NZQ7	Q9Q6P4	0.085
Q15615	Q9Q6P4	0.069
Q9NS93	Q9Q6P4	0.058
P29972	Q9Q6P4	0.083
Q8NFA2	Q9Q6P4	0.081
Q8N158	Q9Q6P4	0.059
P48146	Q9Q6P4	0.067
O95136	Q9Q6P4	0.103
A0A0B4J264	Q9Q6P4	0.088
P63096	Q9Q6P4	0.063
Q9Y6I3	Q9Q6P4	0.060
P01721	Q9Q6P4	0.088
Q8NGL4	Q9Q6P4	0.052
A0A0K0K1A5	Q9Q6P4	0.093
P40617	Q9Q6P4	0.061
Q9H9K5	Q9Q6P4	0.059
P46095	Q9Q6P4	0.065
P14151	Q9Q6P4	0.098
P25101	Q9Q6P4	0.072
P42262	Q9Q6P4	0.069
Q05586	Q9Q6P4	0.041
A0A539	Q9Q6P4	0.094
Q86SP6	Q9Q6P4	0.051
P61006	Q9Q6P4	0.061
Q86SM5	Q9Q6P4	0.101
Q9H3T2	Q9Q6P4	0.061
Q6ZSM3	Q9Q6P4	0.056
P29317	Q9Q6P4	0.069
Q695T7	Q9Q6P4	0.038
P43004	Q9Q6P4	0.055
P15151	Q9Q6P4	0.067
Q8N912	Q9Q6P4	0.109
P17081	Q9Q6P4	0.069
Q969K3	Q9Q6P4	0.069
P20036	Q9Q6P4	0.084
P21731	Q9Q6P4	0.061
P01767	Q9Q6P4	0.085
Q9HC56	Q9Q6P4	0.047
P22897	Q9Q6P4	0.052
P01701	Q9Q6P4	0.086
Q8N387	Q9Q6P4	0.058
Q9UQD0	Q9Q6P4	0.055
Q86YS7	Q9Q6P4	0.063
O95858	Q9Q6P4	0.125
P10747	Q9Q6P4	0.184
O95832	Q9Q6P4	0.099
A0A0B4J1V1	Q9Q6P4	0.095
P01909	Q9Q6P4	0.117
Q9Y5I2	Q9Q6P4	0.041
Q5T1S8	Q9Q6P4	0.067
P27487	Q9Q6P4	0.047
P35499	Q9Q6P4	0.057
O60469	Q9Q6P4	0.057
Q96P68	Q9Q6P4	0.129
Q86VW1	Q9Q6P4	0.090
P07996	Q9Q6P4	0.046
A0A075B6I4	Q9Q6P4	0.070
P16581	Q9Q6P4	0.091
Q8NGZ6	Q9Q6P4	0.056
P56373	Q9Q6P4	0.072
Q8WXD0	Q9Q6P4	0.074
Q6ZSA7	Q9Q6P4	0.076
P20916	Q9Q6P4	0.051
P51172	Q9Q6P4	0.037
Q9H0M0	Q9Q6P4	0.088
P41231	Q9Q6P4	0.081
Q99250	Q9Q6P4	0.053
Q9GZQ6	Q9Q6P4	0.059
P0CF51	Q9Q6P4	0.078
Q6UXD5	Q9Q6P4	0.072
Q9H400	Q9Q6P4	0.063
A0A0C4DH31	Q9Q6P4	0.065
Q8IUH5	Q9Q6P4	0.063
P25929	Q9Q6P4	0.077
Q969Z4	Q9Q6P4	0.091
Q96AP7	Q9Q6P4	0.061
P33681	Q9Q6P4	0.079
P18627	Q9Q6P4	0.045
A0A0B4J268	Q9Q6P4	0.075
P04233	Q9Q6P4	0.105
Q9HBX8	Q9Q6P4	0.057
Q96FE5	Q9Q6P4	0.055
Q9UM73	Q9Q6P4	0.066
P09958	Q9Q6P4	0.040
P42892	Q9Q6P4	0.070
Q96QU1	Q9Q6P4	0.051
P00505	Q9Q6P4	0.059
Q08209	Q9Q6P4	0.037
Q96GZ6	Q9Q6P4	0.088
P42702	Q9Q6P4	0.054
Q15223	Q9Q6P4	0.066
Q12959	Q9Q6P4	0.050
O94973	Q9Q6P4	0.054
Q9NZ20	Q9Q6P4	0.061
O00186	Q9Q6P4	0.040
Q8TE23	Q9Q6P4	0.065
O14843	Q9Q6P4	0.111
Q15722	Q9Q6P4	0.064
Q8NH41	Q9Q6P4	0.065
P29371	Q9Q6P4	0.057
Q14126	Q9Q6P4	0.056
O00499	Q9Q6P4	0.064
P34981	Q9Q6P4	0.049
Q8NH73	Q9Q6P4	0.061
Q9HBG7	Q9Q6P4	0.049
Q969L2	Q9Q6P4	0.109
P01814	Q9Q6P4	0.083
P11229	Q9Q6P4	0.060
Q8NGL1	Q9Q6P4	0.067
Q9NR71	Q9Q6P4	0.051
P18564	Q9Q6P4	0.059
P29322	Q9Q6P4	0.069
P51674	Q9Q6P4	0.057
A0A0C4DH34	Q9Q6P4	0.076
P01737	Q9Q6P4	0.065
P43403	Q9Q6P4	0.087
A0A075B6V5	Q9Q6P4	0.085
Q29980	Q9Q6P4	0.066
Q9UI33	Q9Q6P4	0.044
Q9UBH6	Q9Q6P4	0.058
Q9Y6W8	Q9Q6P4	0.099
P13861	Q9Q6P4	0.118
P80723	Q9Q6P4	0.083
P19022	Q9Q6P4	0.047
P01111	Q9Q6P4	0.083
O75899	Q9Q6P4	0.099
P26992	Q9Q6P4	0.073
P34969	Q9Q6P4	0.099
Q96J02	Q9Q6P4	0.071
P41181	Q9Q6P4	0.081
Q9UGF6	Q9Q6P4	0.063
Q9ULC0	Q9Q6P4	0.047
P43489	Q9Q6P4	0.124
Q9HCN6	Q9Q6P4	0.056
Q14CN2	Q9Q6P4	0.054
P29320	Q9Q6P4	0.080
Q86UT5	Q9Q6P4	0.071
P51153	Q9Q6P4	0.073
P41586	Q9Q6P4	0.097
Q92743	Q9Q6P4	0.072
P21453	Q9Q6P4	0.068
P25025	Q9Q6P4	0.100
P56559	Q9Q6P4	0.081
O43315	Q9Q6P4	0.097
P16422	Q9Q6P4	0.082
Q8N6Q3	Q9Q6P4	0.070
Q8IYS5	Q9Q6P4	0.113
Q7Z2H8	Q9Q6P4	0.127
Q9NY26	Q9Q6P4	0.085
Q8NC96	Q9Q6P4	0.071
Q9Y5U5	Q9Q6P4	0.071
Q8NBP7	Q9Q6P4	0.069
Q9BYF1	Q9Q6P4	0.058
Q9NQS5	Q9Q6P4	0.068
P40259	Q9Q6P4	0.093
P31641	Q9Q6P4	0.062
Q8NGG0	Q9Q6P4	0.073
P23634	Q9Q6P4	0.059
O43557	Q9Q6P4	0.069
Q9BY15	Q9Q6P4	0.053
Q86VE9	Q9Q6P4	0.056
Q13153	Q9Q6P4	0.047
Q6W5P4	Q9Q6P4	0.047
Q5IJ48	Q9Q6P4	0.047
P03979	Q9Q6P4	0.089
Q9ULV1	Q9Q6P4	0.073
P40189	Q9Q6P4	0.041
A0A0B4J1X5	Q9Q6P4	0.120
Q9Y6Y9	Q9Q6P4	0.083
Q14982	Q9Q6P4	0.061
Q01959	Q9Q6P4	0.055
O43603	Q9Q6P4	0.053
Q03135	Q9Q6P4	0.079
P32245	Q9Q6P4	0.087
Q9Y5L3	Q9Q6P4	0.061
P46092	Q9Q6P4	0.111
O43653	Q9Q6P4	0.116
Q14247	Q9Q6P4	0.067
Q13733	Q9Q6P4	0.060
P46094	Q9Q6P4	0.076
A0A0J9YXX1	Q9Q6P4	0.085
P08637	Q9Q6P4	0.096
P62070	Q9Q6P4	0.095
Q8IZF2	Q9Q6P4	0.061
P38567	Q9Q6P4	0.058
Q9P2J2	Q9Q6P4	0.039
P35408	Q9Q6P4	0.077
P55286	Q9Q6P4	0.042
P08575	Q9Q6P4	0.072
P08138	Q9Q6P4	0.079
Q6PCB8	Q9Q6P4	0.093
O43511	Q9Q6P4	0.065
P34998	Q9Q6P4	0.070
Q13177	Q9Q6P4	0.046
P43115	Q9Q6P4	0.052
P30825	Q9Q6P4	0.066
O60235	Q9Q6P4	0.035
P21917	Q9Q6P4	0.087
Q06418	Q9Q6P4	0.056
Q13530	Q9Q6P4	0.075
Q16653	Q9Q6P4	0.128
A0A075B6J9	Q9Q6P4	0.139
Q02246	Q9Q6P4	0.058
P16452	Q9Q6P4	0.071
Q9BXM0	Q9Q6P4	0.052
P78310	Q9Q6P4	0.073
O60896	Q9Q6P4	0.117
P68104	Q9Q6P4	0.067
Q4U2R8	Q9Q6P4	0.049
P23229	Q9Q6P4	0.054
Q9UBS5	Q9Q6P4	0.087
Q9BZ76	Q9Q6P4	0.043
P37173	Q9Q6P4	0.079
Q6UXZ3	Q9Q6P4	0.060
Q8NFK1	Q9Q6P4	0.108
Q8NCT1	Q9Q6P4	0.057
Q5VWK5	Q9Q6P4	0.043
Q01628	Q9Q6P4	0.080
Q6ZTQ4	Q9Q6P4	0.049
P32247	Q9Q6P4	0.095
Q96DA2	Q9Q6P4	0.074
P51148	Q9Q6P4	0.061
Q86UN3	Q9Q6P4	0.058
P49146	Q9Q6P4	0.082
Q9BZM5	Q9Q6P4	0.135
P28336	Q9Q6P4	0.045
Q4KMG0	Q9Q6P4	0.045
Q92673	Q9Q6P4	0.042
Q96L33	Q9Q6P4	0.072
A0A075B6R9	Q9Q6P4	0.108
Q9Y5Y9	Q9Q6P4	0.057
Q7Z553	Q9Q6P4	0.078
P31994	Q9Q6P4	0.104
Q9BY67	Q9Q6P4	0.041
P0DP03	Q9Q6P4	0.133
Q8NGL2	Q9Q6P4	0.085
Q969V1	Q9Q6P4	0.063
P09693	Q9Q6P4	0.051
Q08722	Q9Q6P4	0.068
P06239	Q9Q6P4	0.059
Q4V9L6	Q9Q6P4	0.078
P51582	Q9Q6P4	0.089
P01848	Q9Q6P4	0.072
P14672	Q9Q6P4	0.085
A8MXK1	Q9Q6P4	0.072
Q99519	Q9Q6P4	0.055
P0DQD5	Q9Q6P4	0.091
P32241	Q9Q6P4	0.053
Q8IZY2	Q9Q6P4	0.057
P57739	Q9Q6P4	0.073
O60931	Q9Q6P4	0.096
P0DP01	Q9Q6P4	0.099
P01889	Q9Q6P4	0.146
Q16602	Q9Q6P4	0.088
Q13237	Q9Q6P4	0.057
Q9NY84	Q9Q6P4	0.059
P61073	Q9Q6P4	0.080
Q96JP9	Q9Q6P4	0.049
P31997	Q9Q6P4	0.057
Q16581	Q9Q6P4	0.060
P01834	Q9Q6P4	0.059
Q8NGU1	Q9Q6P4	0.095
Q14964	Q9Q6P4	0.087
P46531	Q9Q6P4	0.047
Q96RI0	Q9Q6P4	0.073
Q9UM01	Q9Q6P4	0.100
P20023	Q9Q6P4	0.059
O43614	Q9Q6P4	0.065
O76050	Q9Q6P4	0.099
P22607	Q9Q6P4	0.049
P06213	Q9Q6P4	0.051
Q9GZY6	Q9Q6P4	0.077
P32238	Q9Q6P4	0.082
P14410	Q9Q6P4	0.057
Q8IWT1	Q9Q6P4	0.053
Q9UMX0	Q9Q6P4	0.051
Q9Y5Z0	Q9Q6P4	0.053
P48551	Q9Q6P4	0.061
Q9BY79	Q9Q6P4	0.049
P14415	Q9Q6P4	0.079
A0A0C4DH67	Q9Q6P4	0.090
Q5T2D2	Q9Q6P4	0.068
P08069	Q9Q6P4	0.063
Q9BX97	Q9Q6P4	0.070
P03986	Q9Q6P4	0.070
O43490	Q9Q6P4	0.046
Q09428	Q9Q6P4	0.069
Q9Y5G7	Q9Q6P4	0.049
Q93038	Q9Q6P4	0.069
A0A0J9YVY3	Q9Q6P4	0.087
Q9UPR5	Q9Q6P4	0.053
Q9BXB1	Q9Q6P4	0.053
A0A0A6YYG3	Q9Q6P4	0.075
O43318	Q9Q6P4	0.039
P22303	Q9Q6P4	0.050
P21554	Q9Q6P4	0.109
Q13291	Q9Q6P4	0.079
A0A087WSY4	Q9Q6P4	0.119
Q8NH89	Q9Q6P4	0.073
Q8NFT8	Q9Q6P4	0.071
Q9NZV1	Q9Q6P4	0.042
P35222	Q9Q6P4	0.047
A0A0J9YXY3	Q9Q6P4	0.067
Q9Y265	Q9Q6P4	0.047
A0A0C4DH29	Q9Q6P4	0.068
Q08174	Q9Q6P4	0.054
P14555	Q9Q6P4	0.061
Q8NFJ6	Q9Q6P4	0.083
P22223	Q9Q6P4	0.045
P31785	Q9Q6P4	0.077
P16109	Q9Q6P4	0.084
Q7RTP0	Q9Q6P4	0.055
P78369	Q9Q6P4	0.053
P13637	Q9Q6P4	0.061
P08908	Q9Q6P4	0.083
Q92847	Q9Q6P4	0.089
Q01113	Q9Q6P4	0.059
Q8WTV0	Q9Q6P4	0.048
Q49SQ1	Q9Q6P4	0.057
P57087	Q9Q6P4	0.053
P29323	Q9Q6P4	0.083
P28908	Q9Q6P4	0.067
P26012	Q9Q6P4	0.071
Q9UNW8	Q9Q6P4	0.072
Q8NHG8	Q9Q6P4	0.097
P43116	Q9Q6P4	0.117
P54760	Q9Q6P4	0.071
Q16720	Q9Q6P4	0.069
P31644	Q9Q6P4	0.046
P10721	Q9Q6P4	0.047
O43895	Q9Q6P4	0.062
Q14108	Q9Q6P4	0.061
P54764	Q9Q6P4	0.074
Q13319	Q9Q6P4	0.101
A0A0A6YYG2	Q9Q6P4	0.069
P41595	Q9Q6P4	0.060
P05106	Q9Q6P4	0.059
P25063	Q9Q6P4	0.088
P08962	Q9Q6P4	0.113
P13498	Q9Q6P4	0.135
P0DP02	Q9Q6P4	0.105
Q15758	Q9Q6P4	0.053
Q07699	Q9Q6P4	0.073
Q08554	Q9Q6P4	0.051
P18825	Q9Q6P4	0.091
P63027	Q9Q6P4	0.092
Q7Z6M3	Q9Q6P4	0.094
Q9Y2T6	Q9Q6P4	0.079
A0JD32	Q9Q6P4	0.090
O95057	Q9Q6P4	0.074
Q04844	Q9Q6P4	0.077
A0A0C4DH33	Q9Q6P4	0.067
Q8N149	Q9Q6P4	0.055
Q8TF71	Q9Q6P4	0.081
P15509	Q9Q6P4	0.083
P49286	Q9Q6P4	0.107
P29275	Q9Q6P4	0.087
P00747	Q9Q6P4	0.048
Q16518	Q9Q6P4	0.051
Q96Q06	Q9Q6P4	0.065
Q9HBH0	Q9Q6P4	0.097
Q9UIG8	Q9Q6P4	0.059
Q8ND76	Q9Q6P4	0.096
O43300	Q9Q6P4	0.083
A0A0B4J277	Q9Q6P4	0.077
O95754	Q9Q6P4	0.058
Q9P1P5	Q9Q6P4	0.095
P11166	Q9Q6P4	0.080
Q8NAC3	Q9Q6P4	0.047
P30203	Q9Q6P4	0.061
A0A0B4J1V2	Q9Q6P4	0.071
Q02763	Q9Q6P4	0.061
Q8NGE5	Q9Q6P4	0.068
P01112	Q9Q6P4	0.101
Q16570	Q9Q6P4	0.073
Q96LA5	Q9Q6P4	0.064
Q6UXB3	Q9Q6P4	0.081
Q6UXZ0	Q9Q6P4	0.056
P01705	Q9Q6P4	0.151
P05026	Q9Q6P4	0.066
P43003	Q9Q6P4	0.069
P10301	Q9Q6P4	0.089
P58335	Q9Q6P4	0.061
P51679	Q9Q6P4	0.069
P55285	Q9Q6P4	0.045
O95264	Q9Q6P4	0.083
H7C241	Q9Q6P4	0.054
P30301	Q9Q6P4	0.083
P25445	Q9Q6P4	0.059
Q86Y22	Q9Q6P4	0.079
P08648	Q9Q6P4	0.029
P51684	Q9Q6P4	0.065
Q9Y624	Q9Q6P4	0.051
Q92737	Q9Q6P4	0.094
P49903	Q9Q6P4	0.058
Q9HD43	Q9Q6P4	0.051
Q969N4	Q9Q6P4	0.104
O00254	Q9Q6P4	0.094
P06331	Q9Q6P4	0.104
Q92692	Q9Q6P4	0.056
Q86YC3	Q9Q6P4	0.055
P22694	Q9Q6P4	0.067
Q8N8Q9	Q9Q6P4	0.060
P08183	Q9Q6P4	0.054
Q9NP90	Q9Q6P4	0.063
Q13607	Q9Q6P4	0.063
Q9Y2C5	Q9Q6P4	0.087
P20339	Q9Q6P4	0.073
P41240	Q9Q6P4	0.078
Q8NGB2	Q9Q6P4	0.061
Q9NP99	Q9Q6P4	0.065
Q9BYE9	Q9Q6P4	0.046
A0A1B0GX95	Q9Q6P4	0.075
O43323	Q9Q6P4	0.092
A0A0B4J238	Q9Q6P4	0.062
P42261	Q9Q6P4	0.061
O00548	Q9Q6P4	0.057
Q15116	Q9Q6P4	0.067
Q9UBY5	Q9Q6P4	0.061
Q86UD5	Q9Q6P4	0.071
P25116	Q9Q6P4	0.075
P07947	Q9Q6P4	0.045
A0A0B4J1V6	Q9Q6P4	0.079
Q99653	Q9Q6P4	0.081
P19438	Q9Q6P4	0.094
A0A0A0MS00	Q9Q6P4	0.068
A6BM72	Q9Q6P4	0.058
Q5VV43	Q9Q6P4	0.062
Q9HBX9	Q9Q6P4	0.115
A0A0A6YYC5	Q9Q6P4	0.057
P09769	Q9Q6P4	0.052
P30550	Q9Q6P4	0.061
A0A075B6I9	Q9Q6P4	0.077
P23515	Q9Q6P4	0.079
Q9UQF0	Q9Q6P4	0.063
Q7Z410	Q9Q6P4	0.039
O95661	Q9Q6P4	0.059
Q9P0L0	Q9Q6P4	0.051
P11362	Q9Q6P4	0.057
A0A5A2	Q9Q6P4	0.075
P21926	Q9Q6P4	0.063
Q9HBW1	Q9Q6P4	0.074
P07550	Q9Q6P4	0.061
Q9NY46	Q9Q6P4	0.057
P10644	Q9Q6P4	0.068
Q14246	Q9Q6P4	0.035
P63098	Q9Q6P4	0.055
P35070	Q9Q6P4	0.090
P17301	Q9Q6P4	0.057
P47901	Q9Q6P4	0.058
Q8N5I2	Q9Q6P4	0.057
P23975	Q9Q6P4	0.049
O75443	Q9Q6P4	0.060
Q9NYM4	Q9Q6P4	0.103
P32004	Q9Q6P4	0.051
Q99677	Q9Q6P4	0.063
A0A0J9YX35	Q9Q6P4	0.097
P98172	Q9Q6P4	0.079
O15245	Q9Q6P4	0.077
Q9BQ51	Q9Q6P4	0.092
P05362	Q9Q6P4	0.066
P62745	Q9Q6P4	0.091
P01876	Q9Q6P4	0.061
P01375	Q9Q6P4	0.070
P04629	Q9Q6P4	0.065
Q8IVW8	Q9Q6P4	0.085
P12314	Q9Q6P4	0.102
P20648	Q9Q6P4	0.047
P50993	Q9Q6P4	0.063
Q9NP58	Q9Q6P4	0.067
O15303	Q9Q6P4	0.057
O43865	Q9Q6P4	0.055
Q8N9M5	Q9Q6P4	0.110
Q9UBL6	Q9Q6P4	0.053
Q14439	Q9Q6P4	0.067
P21796	Q9Q6P4	0.065
P25024	Q9Q6P4	0.092
P01715	Q9Q6P4	0.075
P01906	Q9Q6P4	0.113
P47900	Q9Q6P4	0.081
Q9Y230	Q9Q6P4	0.069
Q9H8T0	Q9Q6P4	0.086
Q8N695	Q9Q6P4	0.081
P15813	Q9Q6P4	0.097
Q14392	Q9Q6P4	0.062
Q9Y5I7	Q9Q6P4	0.069
Q9BX67	Q9Q6P4	0.083
O95471	Q9Q6P4	0.069
O60503	Q9Q6P4	0.037
P01130	Q9Q6P4	0.066
P31321	Q9Q6P4	0.086
A0A0B4J276	Q9Q6P4	0.076
Q5T6X5	Q9Q6P4	0.044
Q14916	Q9Q6P4	0.089
P55085	Q9Q6P4	0.053
P14416	Q9Q6P4	0.088
P28335	Q9Q6P4	0.057
P01703	Q9Q6P4	0.071
O14798	Q9Q6P4	0.079
P32926	Q9Q6P4	0.047
Q16553	Q9Q6P4	0.101
O95971	Q9Q6P4	0.065
P29965	Q9Q6P4	0.073
Q9UHI7	Q9Q6P4	0.045
Q03405	Q9Q6P4	0.077
B2RN74	Q9Q6P4	0.055
P47211	Q9Q6P4	0.113
O75976	Q9Q6P4	0.057
Q14831	Q9Q6P4	0.040
A0A075B6J6	Q9Q6P4	0.085
Q86XT9	Q9Q6P4	0.067
P29274	Q9Q6P4	0.084
P21462	Q9Q6P4	0.075
Q13304	Q9Q6P4	0.083
Q9Y6L6	Q9Q6P4	0.041
Q9BXA5	Q9Q6P4	0.095
Q6IFH4	Q9Q6P4	0.046
P08922	Q9Q6P4	0.060
O43921	Q9Q6P4	0.104
P32246	Q9Q6P4	0.091
Q8NHV5	Q9Q6P4	0.077
P01611	Q9Q6P4	0.135
Q99466	Q9Q6P4	0.043
Q96FX8	Q9Q6P4	0.123
A0A0C4DH26	Q9Q6P4	0.061
P13591	Q9Q6P4	0.047
P08134	Q9Q6P4	0.087
A6NFX1	Q9Q6P4	0.067
P01730	Q9Q6P4	0.067
Q96RF0	Q9Q6P4	0.051
P05107	Q9Q6P4	0.075
Q8NI35	Q9Q6P4	0.043
P41217	Q9Q6P4	0.071
P43005	Q9Q6P4	0.062
P52798	Q9Q6P4	0.127
O00468	Q9Q6P4	0.041
Q9NPF0	Q9Q6P4	0.099
P04839	Q9Q6P4	0.078
A0A0B4J2H0	Q9Q6P4	0.074
Q32ZL2	Q9Q6P4	0.051
Q96EY1	Q9Q6P4	0.063
Q8TDQ0	Q9Q6P4	0.076
Q9H3Z4	Q9Q6P4	0.083
Q9Y5H8	Q9Q6P4	0.049
A0A0B4J1U3	Q9Q6P4	0.130
P36888	Q9Q6P4	0.048
P11717	Q9Q6P4	0.078
P01764	Q9Q6P4	0.108
P16070	Q9Q6P4	0.043
Q9Y5F2	Q9Q6P4	0.044
Q6PEY1	Q9Q6P4	0.142
Q15084	Q9Q6P4	0.064
P19256	Q9Q6P4	0.055
P12319	Q9Q6P4	0.063
Q9Y5Y4	Q9Q6P4	0.099
Q9H313	Q9Q6P4	0.092
Q01518	Q9Q6P4	0.059
P06729	Q9Q6P4	0.065
P40337	Q9Q6P4	0.119
Q96J84	Q9Q6P4	0.035
A0A0B4J275	Q9Q6P4	0.057
P40879	Q9Q6P4	0.041
A0A578	Q9Q6P4	0.069
P34995	Q9Q6P4	0.081
Q9Y5Y7	Q9Q6P4	0.059
P01817	Q9Q6P4	0.091
O00501	Q9Q6P4	0.089
Q6UXM1	Q9Q6P4	0.050
Q8NH07	Q9Q6P4	0.061
Q07075	Q9Q6P4	0.051
P16671	Q9Q6P4	0.082
Q9HCJ2	Q9Q6P4	0.069
O60641	Q9Q6P4	0.042
Q92930	Q9Q6P4	0.069
Q9NPD5	O91734	0.035
Q96EP9	O91734	0.077
Q9NRA2	O91734	0.052
P33032	O91734	0.047
P20309	O91734	0.057
A0A577	O91734	0.074
Q9UHC9	O91734	0.036
Q15286	O91734	0.075
Q96KG7	O91734	0.057
P04430	O91734	0.112
Q7Z5N4	O91734	0.057
P04234	O91734	0.069
P35372	O91734	0.048
Q96GR2	O91734	0.053
P21583	O91734	0.073
P51164	O91734	0.074
P41145	O91734	0.050
P49685	O91734	0.069
Q496F6	O91734	0.094
A0A597	O91734	0.077
O14626	O91734	0.054
P05129	O91734	0.055
Q01844	O91734	0.071
A0A0B4J241	O91734	0.051
P41587	O91734	0.063
P31995	O91734	0.083
Q9ULB1	O91734	0.071
P16144	O91734	0.059
A0A0C4DH25	O91734	0.149
P52799	O91734	0.089
O00526	O91734	0.064
Q14524	O91734	0.036
Q13255	O91734	0.039
Q96D42	O91734	0.068
P06312	O91734	0.079
Q13324	O91734	0.081
Q8NG94	O91734	0.056
Q8NH90	O91734	0.052
Q16512	O91734	0.051
P50151	O91734	0.055
P09619	O91734	0.042
O75056	O91734	0.057
Q9Y2C9	O91734	0.056
Q15700	O91734	0.053
Q7RTX0	O91734	0.041
Q9Y6J6	O91734	0.063
Q9NS75	O91734	0.053
P18084	O91734	0.068
Q16651	O91734	0.056
Q9UM47	O91734	0.047
P20020	O91734	0.050
A0A075B6S5	O91734	0.138
A0A0C4DH28	O91734	0.073
P56856	O91734	0.053
Q08357	O91734	0.053
P51677	O91734	0.076
P15529	O91734	0.079
Q9Y5X1	O91734	0.065
Q92629	O91734	0.065
Q6UXG2	O91734	0.081
Q9Y597	O91734	0.079
P08582	O91734	0.075
P01619	O91734	0.143
Q8NGM8	O91734	0.037
Q8NH83	O91734	0.069
P30531	O91734	0.088
Q04656	O91734	0.063
Q96CW1	O91734	0.045
Q9P2Y5	O91734	0.059
P20333	O91734	0.086
O14842	O91734	0.061
O95918	O91734	0.077
Q5BIV9	O91734	0.136
Q9BY14	O91734	0.043
A0A0K0K1B3	O91734	0.106
P01825	O91734	0.133
Q14242	O91734	0.052
P05186	O91734	0.069
Q92536	O91734	0.097
Q9GZN0	O91734	0.070
P47872	O91734	0.051
Q9NY25	O91734	0.055
P35613	O91734	0.083
P19397	O91734	0.069
O00241	O91734	0.051
Q5T601	O91734	0.036
P55087	O91734	0.047
Q8N144	O91734	0.110
A0A0C4DH69	O91734	0.142
Q6UQ28	O91734	0.057
Q92823	O91734	0.043
O43164	O91734	0.043
Q9UGH3	O91734	0.047
Q9NPB3	O91734	0.087
A0A5B7	O91734	0.054
P30988	O91734	0.085
Q9ULC5	O91734	0.049
Q969F8	O91734	0.064
Q04609	O91734	0.043
P48509	O91734	0.087
Q86VL8	O91734	0.050
P09326	O91734	0.063
O00398	O91734	0.072
Q3MIR4	O91734	0.054
A0A087WSY6	O91734	0.087
P46108	O91734	0.136
Q9NPC1	O91734	0.093
P22413	O91734	0.052
A0A075B6R0	O91734	0.074
P32418	O91734	0.056
P22455	O91734	0.050
Q12860	O91734	0.061
P01859	O91734	0.052
